name,scenario,scen_value,rank,metric,base_rank,rank_diff,xval
"GOAshark, salmonUSRK",pOBS_6,7.938644817218432,4,mean_pobs_c,3,1,0.6
"GOArockfish, yelloweye (red snapper)ROCK",pOBS_6,7.913945095333719,5,mean_pobs_c,4,1,0.6
"GOArockfish, rosethornROCK",pOBS_6,7.444115629943017,6,mean_pobs_c,6,0,0.6
"BSAIoctopus, North PacificOCTP",pOBS_6,7.307151633920561,7,mean_pobs_c,8,-1,0.6
"GOAoctopus, North PacificOCTP",pOBS_6,7.168192348244771,8,mean_pobs_c,11,-3,0.6
"GOArockfish, tigerDEM1",pOBS_6,7.039819195966294,9,mean_pobs_c,13,-4,0.6
"BSAIshark, salmonUSRK",pOBS_6,7.02669311863822,10,mean_pobs_c,7,3,0.6
"GOArockfish, tigerROCK",pOBS_6,7.009332922184845,11,mean_pobs_c,10,1,0.6
BSAIPacific sleeper sharkUSRK,pOBS_6,6.943594705183424,12,mean_pobs_c,9,3,0.6
"GOArockfish, quillbackROCK",pOBS_6,6.833478316759456,13,mean_pobs_c,14,-1,0.6
"GOArockfish, widowROCK",pOBS_6,6.72759594520892,14,mean_pobs_c,12,2,0.6
"GOArockfish, chinaROCK",pOBS_6,6.667748544063034,15,mean_pobs_c,15,0,0.6
"GOArockfish, canaryDEM1",pOBS_6,6.605018370534336,16,mean_pobs_c,16,0,0.6
"GOArockfish, chinaDEM1",pOBS_6,6.545256290335319,17,mean_pobs_c,17,0,0.6
"GOArockfish, copperDEM1",pOBS_6,6.458822637965779,18,mean_pobs_c,19,-1,0.6
"GOArockfish, copperROCK",pOBS_6,6.45445489847771,19,mean_pobs_c,18,1,0.6
"GOArockfish, yellowtailROCK",pOBS_6,6.005513249722515,20,mean_pobs_c,20,0,0.6
"GOArockfish, canaryROCK",pOBS_6,5.954119408962975,21,mean_pobs_c,21,0,0.6
"GOArockfish, vermilionROCK",pOBS_6,5.84828229129307,22,mean_pobs_c,23,-1,0.6
"BSAIshark, spiny dogfishUSRK",pOBS_6,5.620079463131546,23,mean_pobs_c,22,1,0.6
"GOArockfish, darkblotchedROCK",pOBS_6,5.4169369660738536,24,mean_pobs_c,26,-2,0.6
"GOAgreenling, atka mackerelAMCK",pOBS_6,5.362517264214681,25,mean_pobs_c,25,0,0.6
"GOArockfish, splitnoseROCK",pOBS_6,5.358887842947757,26,mean_pobs_c,24,2,0.6
"GOArockfish, yellowmouthROCK",pOBS_6,5.320983633053709,27,mean_pobs_c,30,-3,0.6
"GOArockfish, greenstripeROCK",pOBS_6,5.286339836972781,28,mean_pobs_c,29,-1,0.6
"GOArockfish, blackgillROCK",pOBS_6,5.208497344391834,29,mean_pobs_c,27,2,0.6
"GOArockfish, pygmyROCK",pOBS_6,5.200073074907841,30,mean_pobs_c,28,2,0.6
"GOArockfish, bocaccioROCK",pOBS_6,4.662536952165138,31,mean_pobs_c,32,-1,0.6
"GOArockfish, stripetailROCK",pOBS_6,4.55670718796557,32,mean_pobs_c,31,1,0.6
"GOArockfish, auroraROCK",pOBS_6,4.349008383341537,33,mean_pobs_c,33,0,0.6
"GOArockfish, chilipepperROCK",pOBS_6,4.065457406347522,34,mean_pobs_c,34,0,0.6
"GOArockfish, shortbellyROCK",pOBS_6,3.9035714285714285,35,mean_pobs_c,35,0,0.6
GOAPacific sleeper sharkUSRK,pOBS_7,8.583316680907632,1,mean_pobs_c,1,0,0.7
"GOArockfish, rosethornDEM1",pOBS_7,8.083125287918666,2,mean_pobs_c,2,0,0.7
"GOAshark, salmonUSRK",pOBS_7,7.989927529553981,3,mean_pobs_c,3,0,0.7
"GOArockfish, quillbackDEM1",pOBS_7,7.972958938463224,4,mean_pobs_c,5,-1,0.7
"GOArockfish, yelloweye (red snapper)ROCK",pOBS_7,7.9637118777464835,5,mean_pobs_c,4,1,0.7
"GOArockfish, rosethornROCK",pOBS_7,7.534443929375377,6,mean_pobs_c,6,0,0.7
"BSAIoctopus, North PacificOCTP",pOBS_7,7.330727336098312,7,mean_pobs_c,8,-1,0.7
"GOAoctopus, North PacificOCTP",pOBS_7,7.186173115105562,8,mean_pobs_c,11,-3,0.7
"BSAIshark, salmonUSRK",pOBS_7,7.126318321087884,9,mean_pobs_c,7,2,0.7
"GOArockfish, tigerROCK",pOBS_7,7.072334781825136,10,mean_pobs_c,10,0,0.7
"GOArockfish, tigerDEM1",pOBS_7,7.053213369400665,11,mean_pobs_c,13,-2,0.7
BSAIPacific sleeper sharkUSRK,pOBS_7,7.040836190294497,12,mean_pobs_c,9,3,0.7
"GOArockfish, quillbackROCK",pOBS_7,6.84790218110094,13,mean_pobs_c,14,-1,0.7
"GOArockfish, widowROCK",pOBS_7,6.8264021611684065,14,mean_pobs_c,12,2,0.7
"GOArockfish, chinaROCK",pOBS_7,6.681766274438948,15,mean_pobs_c,15,0,0.7
"GOArockfish, canaryDEM1",pOBS_7,6.627410838626292,16,mean_pobs_c,16,0,0.7
"GOArockfish, chinaDEM1",pOBS_7,6.559325932940409,17,mean_pobs_c,17,0,0.7
"GOArockfish, copperROCK",pOBS_7,6.46360773586762,18,mean_pobs_c,18,0,0.7
"GOArockfish, copperDEM1",pOBS_7,6.461766840443813,19,mean_pobs_c,19,0,0.7
"GOArockfish, yellowtailROCK",pOBS_7,6.062438915291404,20,mean_pobs_c,20,0,0.7
"GOArockfish, canaryROCK",pOBS_7,5.992732207339359,21,mean_pobs_c,21,0,0.7
"GOArockfish, vermilionROCK",pOBS_7,5.854997599577012,22,mean_pobs_c,23,-1,0.7
"BSAIshark, spiny dogfishUSRK",pOBS_7,5.701775307318828,23,mean_pobs_c,22,1,0.7
"GOArockfish, darkblotchedROCK",pOBS_7,5.491516815838567,24,mean_pobs_c,26,-2,0.7
"GOArockfish, splitnoseROCK",pOBS_7,5.457244801067575,25,mean_pobs_c,24,1,0.7
"GOAgreenling, atka mackerelAMCK",pOBS_7,5.45244852092137,26,mean_pobs_c,25,1,0.7
"GOArockfish, yellowmouthROCK",pOBS_7,5.32423028817877,27,mean_pobs_c,30,-3,0.7
"GOArockfish, greenstripeROCK",pOBS_7,5.322545752882243,28,mean_pobs_c,29,-1,0.7
"GOArockfish, blackgillROCK",pOBS_7,5.308497344391833,29,mean_pobs_c,27,2,0.7
"GOArockfish, pygmyROCK",pOBS_7,5.275073074907842,30,mean_pobs_c,28,2,0.7
"GOArockfish, bocaccioROCK",pOBS_7,4.680984785166732,31,mean_pobs_c,32,-1,0.7
"GOArockfish, stripetailROCK",pOBS_7,4.6070390225519775,32,mean_pobs_c,31,1,0.7
"GOArockfish, auroraROCK",pOBS_7,4.349008383341537,33,mean_pobs_c,33,0,0.7
"GOArockfish, chilipepperROCK",pOBS_7,4.065457406347522,34,mean_pobs_c,34,0,0.7
"GOArockfish, shortbellyROCK",pOBS_7,3.9035714285714285,35,mean_pobs_c,35,0,0.7
GOAPacific sleeper sharkUSRK,pOBS_8,8.640262241518577,1,mean_pobs_c,1,0,0.8
"GOArockfish, rosethornDEM1",pOBS_8,8.116759478311536,2,mean_pobs_c,2,0,0.8
"GOAshark, salmonUSRK",pOBS_8,8.04121024188953,3,mean_pobs_c,3,0,0.8
"GOArockfish, yelloweye (red snapper)ROCK",pOBS_8,8.01347866015925,4,mean_pobs_c,4,0,0.8
"GOArockfish, quillbackDEM1",pOBS_8,7.989032912777336,5,mean_pobs_c,5,0,0.8
"GOArockfish, rosethornROCK",pOBS_8,7.624772228807738,6,mean_pobs_c,6,0,0.8
"BSAIoctopus, North PacificOCTP",pOBS_8,7.354303038276063,7,mean_pobs_c,8,-1,0.8
"BSAIshark, salmonUSRK",pOBS_8,7.225943523537547,8,mean_pobs_c,7,1,0.8
"GOAoctopus, North PacificOCTP",pOBS_8,7.204153881966351,9,mean_pobs_c,11,-2,0.8
BSAIPacific sleeper sharkUSRK,pOBS_8,7.138077675405571,10,mean_pobs_c,9,1,0.8
"GOArockfish, tigerROCK",pOBS_8,7.135336641465426,11,mean_pobs_c,10,1,0.8
"GOArockfish, tigerDEM1",pOBS_8,7.066607542835037,12,mean_pobs_c,13,-1,0.8
"GOArockfish, widowROCK",pOBS_8,6.925208377127894,13,mean_pobs_c,12,1,0.8
"GOArockfish, quillbackROCK",pOBS_8,6.8623260454424235,14,mean_pobs_c,14,0,0.8
"GOArockfish, chinaROCK",pOBS_8,6.695784004814861,15,mean_pobs_c,15,0,0.8
"GOArockfish, canaryDEM1",pOBS_8,6.649803306718249,16,mean_pobs_c,16,0,0.8
"GOArockfish, chinaDEM1",pOBS_8,6.573395575545499,17,mean_pobs_c,17,0,0.8
"GOArockfish, copperROCK",pOBS_8,6.472760573257529,18,mean_pobs_c,18,0,0.8
"GOArockfish, copperDEM1",pOBS_8,6.464711042921847,19,mean_pobs_c,19,0,0.8
"GOArockfish, yellowtailROCK",pOBS_8,6.119364580860293,20,mean_pobs_c,20,0,0.8
"GOArockfish, canaryROCK",pOBS_8,6.031345005715743,21,mean_pobs_c,21,0,0.8
"GOArockfish, vermilionROCK",pOBS_8,5.861712907860954,22,mean_pobs_c,23,-1,0.8
"BSAIshark, spiny dogfishUSRK",pOBS_8,5.7834711515061095,23,mean_pobs_c,22,1,0.8
"GOArockfish, darkblotchedROCK",pOBS_8,5.56609666560328,24,mean_pobs_c,26,-2,0.8
"GOArockfish, splitnoseROCK",pOBS_8,5.555601759187394,25,mean_pobs_c,24,1,0.8
"GOAgreenling, atka mackerelAMCK",pOBS_8,5.5423797776280574,26,mean_pobs_c,25,1,0.8
"GOArockfish, blackgillROCK",pOBS_8,5.408497344391834,27,mean_pobs_c,27,0,0.8
"GOArockfish, greenstripeROCK",pOBS_8,5.3587516687917045,28,mean_pobs_c,29,-1,0.8
"GOArockfish, pygmyROCK",pOBS_8,5.350073074907842,29,mean_pobs_c,28,1,0.8
"GOArockfish, yellowmouthROCK",pOBS_8,5.327476943303831,30,mean_pobs_c,30,0,0.8
"GOArockfish, bocaccioROCK",pOBS_8,4.699432618168326,31,mean_pobs_c,32,-1,0.8
"GOArockfish, stripetailROCK",pOBS_8,4.657370857138385,32,mean_pobs_c,31,1,0.8
"GOArockfish, auroraROCK",pOBS_8,4.349008383341537,33,mean_pobs_c,33,0,0.8
"GOArockfish, chilipepperROCK",pOBS_8,4.065457406347522,34,mean_pobs_c,34,0,0.8
"GOArockfish, shortbellyROCK",pOBS_8,3.9035714285714285,35,mean_pobs_c,35,0,0.8
GOAPacific sleeper sharkUSRK,pOBS_9,8.697207802129524,1,mean_pobs_c,1,0,0.9
"GOArockfish, rosethornDEM1",pOBS_9,8.150393668704405,2,mean_pobs_c,2,0,0.9
"GOAshark, salmonUSRK",pOBS_9,8.09249295422508,3,mean_pobs_c,3,0,0.9
"GOArockfish, yelloweye (red snapper)ROCK",pOBS_9,8.063245442572013,4,mean_pobs_c,4,0,0.9
"GOArockfish, quillbackDEM1",pOBS_9,8.005106887091447,5,mean_pobs_c,5,0,0.9
"GOArockfish, rosethornROCK",pOBS_9,7.715100528240098,6,mean_pobs_c,6,0,0.9
"BSAIoctopus, North PacificOCTP",pOBS_9,7.377878740453815,7,mean_pobs_c,8,-1,0.9
"BSAIshark, salmonUSRK",pOBS_9,7.32556872598721,8,mean_pobs_c,7,1,0.9
BSAIPacific sleeper sharkUSRK,pOBS_9,7.235319160516644,9,mean_pobs_c,9,0,0.9
"GOAoctopus, North PacificOCTP",pOBS_9,7.222134648827142,10,mean_pobs_c,11,-1,0.9
"GOArockfish, tigerROCK",pOBS_9,7.1983385011057175,11,mean_pobs_c,10,1,0.9
"GOArockfish, tigerDEM1",pOBS_9,7.0800017162694076,12,mean_pobs_c,13,-1,0.9
"GOArockfish, widowROCK",pOBS_9,7.02401459308738,13,mean_pobs_c,12,1,0.9
"GOArockfish, quillbackROCK",pOBS_9,6.876749909783907,14,mean_pobs_c,14,0,0.9
"GOArockfish, chinaROCK",pOBS_9,6.7098017351907755,15,mean_pobs_c,15,0,0.9
"GOArockfish, canaryDEM1",pOBS_9,6.6721957748102065,16,mean_pobs_c,16,0,0.9
"GOArockfish, chinaDEM1",pOBS_9,6.587465218150589,17,mean_pobs_c,17,0,0.9
"GOArockfish, copperROCK",pOBS_9,6.481913410647438,18,mean_pobs_c,18,0,0.9
"GOArockfish, copperDEM1",pOBS_9,6.467655245399881,19,mean_pobs_c,19,0,0.9
"GOArockfish, yellowtailROCK",pOBS_9,6.176290246429183,20,mean_pobs_c,20,0,0.9
"GOArockfish, canaryROCK",pOBS_9,6.069957804092128,21,mean_pobs_c,21,0,0.9
"GOArockfish, vermilionROCK",pOBS_9,5.868428216144896,22,mean_pobs_c,23,-1,0.9
"BSAIshark, spiny dogfishUSRK",pOBS_9,5.86516699569339,23,mean_pobs_c,22,1,0.9
"GOArockfish, splitnoseROCK",pOBS_9,5.653958717307212,24,mean_pobs_c,24,0,0.9
"GOArockfish, darkblotchedROCK",pOBS_9,5.640676515367994,25,mean_pobs_c,26,-1,0.9
"GOAgreenling, atka mackerelAMCK",pOBS_9,5.632311034334746,26,mean_pobs_c,25,1,0.9
"GOArockfish, blackgillROCK",pOBS_9,5.5084973443918335,27,mean_pobs_c,27,0,0.9
"GOArockfish, pygmyROCK",pOBS_9,5.425073074907841,28,mean_pobs_c,28,0,0.9
"GOArockfish, greenstripeROCK",pOBS_9,5.3949575847011655,29,mean_pobs_c,29,0,0.9
"GOArockfish, yellowmouthROCK",pOBS_9,5.330723598428892,30,mean_pobs_c,30,0,0.9
"GOArockfish, bocaccioROCK",pOBS_9,4.71788045116992,31,mean_pobs_c,32,-1,0.9
"GOArockfish, stripetailROCK",pOBS_9,4.707702691724792,32,mean_pobs_c,31,1,0.9
"GOArockfish, auroraROCK",pOBS_9,4.349008383341537,33,mean_pobs_c,33,0,0.9
"GOArockfish, chilipepperROCK",pOBS_9,4.065457406347522,34,mean_pobs_c,34,0,0.9
"GOArockfish, shortbellyROCK",pOBS_9,3.9035714285714285,35,mean_pobs_c,35,0,0.9
GOAPacific sleeper sharkUSRK,pOBS_10,8.75415336274047,1,mean_pobs_c,1,0,1
"GOArockfish, rosethornDEM1",pOBS_10,8.184027859097275,2,mean_pobs_c,2,0,1
"GOAshark, salmonUSRK",pOBS_10,8.143775666560629,3,mean_pobs_c,3,0,1
"GOArockfish, yelloweye (red snapper)ROCK",pOBS_10,8.113012224984779,4,mean_pobs_c,4,0,1
"GOArockfish, quillbackDEM1",pOBS_10,8.02118086140556,5,mean_pobs_c,5,0,1
"GOArockfish, rosethornROCK",pOBS_10,7.805428827672459,6,mean_pobs_c,6,0,1
"BSAIshark, salmonUSRK",pOBS_10,7.425193928436874,7,mean_pobs_c,7,0,1
"BSAIoctopus, North PacificOCTP",pOBS_10,7.401454442631566,8,mean_pobs_c,8,0,1
BSAIPacific sleeper sharkUSRK,pOBS_10,7.3325606456277175,9,mean_pobs_c,9,0,1
"GOArockfish, tigerROCK",pOBS_10,7.261340360746009,10,mean_pobs_c,10,0,1
"GOAoctopus, North PacificOCTP",pOBS_10,7.2401154156879315,11,mean_pobs_c,11,0,1
"GOArockfish, widowROCK",pOBS_10,7.122820809046867,12,mean_pobs_c,12,0,1
"GOArockfish, tigerDEM1",pOBS_10,7.093395889703778,13,mean_pobs_c,13,0,1
"GOArockfish, quillbackROCK",pOBS_10,6.89117377412539,14,mean_pobs_c,14,0,1
"GOArockfish, chinaROCK",pOBS_10,6.723819465566689,15,mean_pobs_c,15,0,1
"GOArockfish, canaryDEM1",pOBS_10,6.694588242902164,16,mean_pobs_c,16,0,1
"GOArockfish, chinaDEM1",pOBS_10,6.601534860755679,17,mean_pobs_c,17,0,1
"GOArockfish, copperROCK",pOBS_10,6.491066248037347,18,mean_pobs_c,18,0,1
"GOArockfish, copperDEM1",pOBS_10,6.470599447877914,19,mean_pobs_c,19,0,1
"GOArockfish, yellowtailROCK",pOBS_10,6.233215911998071,20,mean_pobs_c,20,0,1
"GOArockfish, canaryROCK",pOBS_10,6.108570602468511,21,mean_pobs_c,21,0,1
"BSAIshark, spiny dogfishUSRK",pOBS_10,5.946862839880672,22,mean_pobs_c,22,0,1
"GOArockfish, vermilionROCK",pOBS_10,5.875143524428838,23,mean_pobs_c,23,0,1
"GOArockfish, splitnoseROCK",pOBS_10,5.752315675427031,24,mean_pobs_c,24,0,1
"GOAgreenling, atka mackerelAMCK",pOBS_10,5.722242291041435,25,mean_pobs_c,25,0,1
"GOArockfish, darkblotchedROCK",pOBS_10,5.715256365132707,26,mean_pobs_c,26,0,1
"GOArockfish, blackgillROCK",pOBS_10,5.608497344391834,27,mean_pobs_c,27,0,1
"GOArockfish, pygmyROCK",pOBS_10,5.500073074907841,28,mean_pobs_c,28,0,1
"GOArockfish, greenstripeROCK",pOBS_10,5.431163500610627,29,mean_pobs_c,29,0,1
"GOArockfish, yellowmouthROCK",pOBS_10,5.333970253553954,30,mean_pobs_c,30,0,1
"GOArockfish, stripetailROCK",pOBS_10,4.7580345263112,31,mean_pobs_c,31,0,1
"GOArockfish, bocaccioROCK",pOBS_10,4.736328284171514,32,mean_pobs_c,32,0,1
"GOArockfish, auroraROCK",pOBS_10,4.349008383341537,33,mean_pobs_c,33,0,1
"GOArockfish, chilipepperROCK",pOBS_10,4.065457406347522,34,mean_pobs_c,34,0,1
"GOArockfish, shortbellyROCK",pOBS_10,3.9035714285714285,35,mean_pobs_c,35,0,1
GOAPacific sleeper sharkUSRK,cycle_0,7.754153362740469,1,cycle_yrs,1,0,0
"GOArockfish, rosethornDEM1",cycle_0,7.684027859097276,2,cycle_yrs,2,0,0
"GOArockfish, yelloweye (red snapper)ROCK",cycle_0,7.613012224984779,3,cycle_yrs,4,-1,0
"GOArockfish, quillbackDEM1",cycle_0,7.5211808614055595,4,cycle_yrs,5,-1,0
"GOArockfish, rosethornROCK",cycle_0,7.305428827672459,5,cycle_yrs,6,-1,0
"GOAshark, salmonUSRK",cycle_0,7.14377566656063,6,cycle_yrs,3,3,0
"GOArockfish, tigerROCK",cycle_0,6.761340360746009,7,cycle_yrs,10,-3,0
"GOArockfish, widowROCK",cycle_0,6.622820809046867,8,cycle_yrs,12,-4,0
"GOArockfish, tigerDEM1",cycle_0,6.593395889703778,9,cycle_yrs,13,-4,0
"BSAIshark, salmonUSRK",cycle_0,6.425193928436874,10,cycle_yrs,7,3,0
"BSAIoctopus, North PacificOCTP",cycle_0,6.401454442631566,11,cycle_yrs,8,3,0
"GOArockfish, quillbackROCK",cycle_0,6.39117377412539,12,cycle_yrs,14,-2,0
BSAIPacific sleeper sharkUSRK,cycle_0,6.3325606456277175,13,cycle_yrs,9,4,0
"GOAoctopus, North PacificOCTP",cycle_0,6.2401154156879315,14,cycle_yrs,11,3,0
"GOArockfish, chinaROCK",cycle_0,6.223819465566689,15,cycle_yrs,15,0,0
"GOArockfish, canaryDEM1",cycle_0,6.194588242902164,16,cycle_yrs,16,0,0
"GOArockfish, chinaDEM1",cycle_0,6.101534860755679,17,cycle_yrs,17,0,0
"GOArockfish, copperROCK",cycle_0,5.991066248037347,18,cycle_yrs,18,0,0
"GOArockfish, copperDEM1",cycle_0,5.970599447877914,19,cycle_yrs,19,0,0
"GOArockfish, yellowtailROCK",cycle_0,5.733215911998071,20,cycle_yrs,20,0,0
"GOArockfish, canaryROCK",cycle_0,5.608570602468511,21,cycle_yrs,21,0,0
"GOArockfish, vermilionROCK",cycle_0,5.375143524428838,22,cycle_yrs,23,-1,0
"GOArockfish, splitnoseROCK",cycle_0,5.252315675427031,23,cycle_yrs,24,-1,0
"GOArockfish, darkblotchedROCK",cycle_0,5.215256365132707,24,cycle_yrs,26,-2,0
"GOArockfish, blackgillROCK",cycle_0,5.108497344391834,25,cycle_yrs,27,-2,0
"GOArockfish, pygmyROCK",cycle_0,5.000073074907841,26,cycle_yrs,28,-2,0
"BSAIshark, spiny dogfishUSRK",cycle_0,4.946862839880672,27,cycle_yrs,22,5,0
"GOArockfish, greenstripeROCK",cycle_0,4.931163500610627,28,cycle_yrs,29,-1,0
"GOArockfish, yellowmouthROCK",cycle_0,4.833970253553954,29,cycle_yrs,30,-1,0
"GOAgreenling, atka mackerelAMCK",cycle_0,4.722242291041435,30,cycle_yrs,25,5,0
"GOArockfish, stripetailROCK",cycle_0,4.2580345263112,31,cycle_yrs,31,0,0
"GOArockfish, bocaccioROCK",cycle_0,4.236328284171514,32,cycle_yrs,32,0,0
"GOArockfish, auroraROCK",cycle_0,3.8490083833415367,33,cycle_yrs,33,0,0
"GOArockfish, chilipepperROCK",cycle_0,3.5654574063475217,34,cycle_yrs,34,0,0
"GOArockfish, shortbellyROCK",cycle_0,3.4035714285714285,35,cycle_yrs,35,0,0
GOAPacific sleeper sharkUSRK,cycle_1,7.85415336274047,1,cycle_yrs,1,0,0.1
"GOArockfish, rosethornDEM1",cycle_1,7.734027859097276,2,cycle_yrs,2,0,0.1
"GOArockfish, yelloweye (red snapper)ROCK",cycle_1,7.6630122249847785,3,cycle_yrs,4,-1,0.1
"GOArockfish, quillbackDEM1",cycle_1,7.57118086140556,4,cycle_yrs,5,-1,0.1
"GOArockfish, rosethornROCK",cycle_1,7.355428827672458,5,cycle_yrs,6,-1,0.1
"GOAshark, salmonUSRK",cycle_1,7.243775666560629,6,cycle_yrs,3,3,0.1
"GOArockfish, tigerROCK",cycle_1,6.811340360746009,7,cycle_yrs,10,-3,0.1
"GOArockfish, widowROCK",cycle_1,6.672820809046867,8,cycle_yrs,12,-4,0.1
"GOArockfish, tigerDEM1",cycle_1,6.643395889703778,9,cycle_yrs,13,-4,0.1
"BSAIshark, salmonUSRK",cycle_1,6.525193928436874,10,cycle_yrs,7,3,0.1
"BSAIoctopus, North PacificOCTP",cycle_1,6.501454442631566,11,cycle_yrs,8,3,0.1
"GOArockfish, quillbackROCK",cycle_1,6.4411737741253905,12,cycle_yrs,14,-2,0.1
BSAIPacific sleeper sharkUSRK,cycle_1,6.432560645627718,13,cycle_yrs,9,4,0.1
"GOAoctopus, North PacificOCTP",cycle_1,6.340115415687931,14,cycle_yrs,11,3,0.1
"GOArockfish, chinaROCK",cycle_1,6.273819465566689,15,cycle_yrs,15,0,0.1
"GOArockfish, canaryDEM1",cycle_1,6.2445882429021635,16,cycle_yrs,16,0,0.1
"GOArockfish, chinaDEM1",cycle_1,6.151534860755679,17,cycle_yrs,17,0,0.1
"GOArockfish, copperROCK",cycle_1,6.041066248037347,18,cycle_yrs,18,0,0.1
"GOArockfish, copperDEM1",cycle_1,6.020599447877915,19,cycle_yrs,19,0,0.1
"GOArockfish, yellowtailROCK",cycle_1,5.783215911998071,20,cycle_yrs,20,0,0.1
"GOArockfish, canaryROCK",cycle_1,5.658570602468512,21,cycle_yrs,21,0,0.1
"GOArockfish, vermilionROCK",cycle_1,5.425143524428838,22,cycle_yrs,23,-1,0.1
"GOArockfish, splitnoseROCK",cycle_1,5.302315675427031,23,cycle_yrs,24,-1,0.1
"GOArockfish, darkblotchedROCK",cycle_1,5.265256365132707,24,cycle_yrs,26,-2,0.1
"GOArockfish, blackgillROCK",cycle_1,5.158497344391834,25,cycle_yrs,27,-2,0.1
"GOArockfish, pygmyROCK",cycle_1,5.050073074907841,26,cycle_yrs,28,-2,0.1
"BSAIshark, spiny dogfishUSRK",cycle_1,5.046862839880672,27,cycle_yrs,22,5,0.1
"GOArockfish, greenstripeROCK",cycle_1,4.981163500610627,28,cycle_yrs,29,-1,0.1
"GOArockfish, yellowmouthROCK",cycle_1,4.8839702535539535,29,cycle_yrs,30,-1,0.1
"GOAgreenling, atka mackerelAMCK",cycle_1,4.822242291041435,30,cycle_yrs,25,5,0.1
"GOArockfish, stripetailROCK",cycle_1,4.3080345263112,31,cycle_yrs,31,0,0.1
"GOArockfish, bocaccioROCK",cycle_1,4.286328284171514,32,cycle_yrs,32,0,0.1
"GOArockfish, auroraROCK",cycle_1,3.8990083833415365,33,cycle_yrs,33,0,0.1
"GOArockfish, chilipepperROCK",cycle_1,3.615457406347522,34,cycle_yrs,34,0,0.1
"GOArockfish, shortbellyROCK",cycle_1,3.4535714285714287,35,cycle_yrs,35,0,0.1
GOAPacific sleeper sharkUSRK,cycle_2,7.9541533627404695,1,cycle_yrs,1,0,0.2
"GOArockfish, rosethornDEM1",cycle_2,7.784027859097276,2,cycle_yrs,2,0,0.2
"GOArockfish, yelloweye (red snapper)ROCK",cycle_2,7.713012224984778,3,cycle_yrs,4,-1,0.2
"GOArockfish, quillbackDEM1",cycle_2,7.62118086140556,4,cycle_yrs,5,-1,0.2
"GOArockfish, rosethornROCK",cycle_2,7.405428827672458,5,cycle_yrs,6,-1,0.2
"GOAshark, salmonUSRK",cycle_2,7.34377566656063,6,cycle_yrs,3,3,0.2
"GOArockfish, tigerROCK",cycle_2,6.861340360746008,7,cycle_yrs,10,-3,0.2
"GOArockfish, widowROCK",cycle_2,6.722820809046866,8,cycle_yrs,12,-4,0.2
"GOArockfish, tigerDEM1",cycle_2,6.693395889703778,9,cycle_yrs,13,-4,0.2
"BSAIshark, salmonUSRK",cycle_2,6.625193928436874,10,cycle_yrs,7,3,0.2
"BSAIoctopus, North PacificOCTP",cycle_2,6.6014544426315656,11,cycle_yrs,8,3,0.2
BSAIPacific sleeper sharkUSRK,cycle_2,6.532560645627718,12,cycle_yrs,9,3,0.2
"GOArockfish, quillbackROCK",cycle_2,6.49117377412539,13,cycle_yrs,14,-1,0.2
"GOAoctopus, North PacificOCTP",cycle_2,6.440115415687932,14,cycle_yrs,11,3,0.2
"GOArockfish, chinaROCK",cycle_2,6.323819465566689,15,cycle_yrs,15,0,0.2
"GOArockfish, canaryDEM1",cycle_2,6.294588242902163,16,cycle_yrs,16,0,0.2
"GOArockfish, chinaDEM1",cycle_2,6.201534860755679,17,cycle_yrs,17,0,0.2
"GOArockfish, copperROCK",cycle_2,6.091066248037348,18,cycle_yrs,18,0,0.2
"GOArockfish, copperDEM1",cycle_2,6.070599447877915,19,cycle_yrs,19,0,0.2
"GOArockfish, yellowtailROCK",cycle_2,5.833215911998072,20,cycle_yrs,20,0,0.2
"GOArockfish, canaryROCK",cycle_2,5.7085706024685114,21,cycle_yrs,21,0,0.2
"GOArockfish, vermilionROCK",cycle_2,5.475143524428838,22,cycle_yrs,23,-1,0.2
"GOArockfish, splitnoseROCK",cycle_2,5.352315675427031,23,cycle_yrs,24,-1,0.2
"GOArockfish, darkblotchedROCK",cycle_2,5.315256365132708,24,cycle_yrs,26,-2,0.2
"GOArockfish, blackgillROCK",cycle_2,5.208497344391834,25,cycle_yrs,27,-2,0.2
"BSAIshark, spiny dogfishUSRK",cycle_2,5.146862839880672,26,cycle_yrs,22,4,0.2
"GOArockfish, pygmyROCK",cycle_2,5.100073074907842,27,cycle_yrs,28,-1,0.2
"GOArockfish, greenstripeROCK",cycle_2,5.031163500610627,28,cycle_yrs,29,-1,0.2
"GOArockfish, yellowmouthROCK",cycle_2,4.933970253553953,29,cycle_yrs,30,-1,0.2
"GOAgreenling, atka mackerelAMCK",cycle_2,4.922242291041434,30,cycle_yrs,25,5,0.2
"GOArockfish, stripetailROCK",cycle_2,4.3580345263112,31,cycle_yrs,31,0,0.2
"GOArockfish, bocaccioROCK",cycle_2,4.336328284171515,32,cycle_yrs,32,0,0.2
"GOArockfish, auroraROCK",cycle_2,3.949008383341537,33,cycle_yrs,33,0,0.2
"GOArockfish, chilipepperROCK",cycle_2,3.665457406347522,34,cycle_yrs,34,0,0.2
"GOArockfish, shortbellyROCK",cycle_2,3.5035714285714286,35,cycle_yrs,35,0,0.2
GOAPacific sleeper sharkUSRK,cycle_3,8.05415336274047,1,cycle_yrs,1,0,0.3
"GOArockfish, rosethornDEM1",cycle_3,7.834027859097276,2,cycle_yrs,2,0,0.3
